label,板块,公司家数,平均价格,涨跌额,涨跌幅,总成交量,总成交额,股票代码,个股-涨跌幅,个股-当前价,个股-涨跌额,股票名称
new_blhy,玻璃行业,19,18.567368421053,0.82684210526316,4.660752959326,887817186,16277664936,sh603601,10.037,11.84,1.08,再升科技
new_cbzz,船舶制造,8,18.028571428571,0.62285714285714,3.5784635587656,813911102,13247352039,sh601890,10.008,13.63,1.24,亚星锚链
new_cmyl,传媒娱乐,40,9.865,-0.4675,-4.5245584321316,2146421339,26853338350,sz000917,5.898,12.21,0.68,电广传媒
new_dlhy,电力行业,62,8.4548333333333,0.2405,2.9278091141501,3163848702,22543414705,sz001896,9.978,10.03,0.91,豫能控股
new_dqhy,电器行业,58,19.314814814815,0.33703703703704,1.775956284153,1879899434,27796780565,sz002606,9.991,12.77,1.16,大连电瓷
new_dzqj,电子器件,152,25.047222222222,0.59916666666667,2.4507743174304,7694912100,133197764351,sz300408,16.206,65.97,9.2,三环集团
new_dzxx,电子信息,247,20.471131221719,0.16615384615385,0.81829121540313,11421725800,217452752416,sz300394,12.655,351.01,39.43,天孚通信
new_fdc,房地产,123,8.2513,0.1188,1.4608054103904,4007860493,24835184443,sh600716,9.633,4.78,0.42,凤凰股份
new_fdsb,发电设备,65,19.096271186441,0.68728813559322,3.7334389069448,3982705826,63424271913,sz002498,10.044,7.45,0.68,汉缆股份
new_fjzz,飞机制造,14,34.093571428571,0.10214285714286,0.30049592334202,595357425,19953885813,sh600893,2.064,58.35,1.18,航发动力
new_fzhy,纺织行业,42,8.7211764705882,0.18264705882353,2.1390926940167,764371168,5126405155,sz000803,10.06,9.19,0.84,山高环能
new_fzjx,纺织机械,8,13.16,0.15285714285714,1.1751784733663,231709842,2929006337,sh600610,5.501,11.89,0.62,中毅达
new_fzxl,服装鞋类,49,9.7793333333333,0.0015555555555556,0.015909090909091,1317006646,10838593807,sz002036,3.933,11.1,0.42,联创电子
new_glql,公路桥梁,20,6.9116666666667,0.032222222222222,0.46838407494145,200116750,1102362320,sz000548,2.65,5.81,0.15,湖南投资
new_gsgq,供水供气,25,7.574,0.13,1.7463729177861,426097680,2712928830,sh600617,5.629,3.19,0.17,国新能源
new_gthy,钢铁行业,60,8.8715094339623,0.21094339622642,2.4356767826409,3501553368,16856610880,sz000890,9.95,6.63,0.6,法尔胜
new_hbhy,环保行业,27,7.5644,0.1676,2.2658446895955,597227331,4498794344,sh603588,9.005,11.5,0.95,高能环境
new_hghy,化工行业,150,15.740492957746,0.42654929577465,2.78536544988,5716450523,74357085972,sh600339,10.13,4.24,0.39,中油工程
new_hqhy,化纤行业,26,10.86347826087,0.45130434782609,4.3343911808919,879271867,10978838664,sz002080,8.22,51.74,3.93,中材科技
new_jdhy,家电行业,37,16.2653125,0.220625,1.3750657343747,1510774889,14098082697,sz000100,5.263,4.8,0.24,TCL科技
new_jdly,酒店旅游,35,16.074375,-0.57875,-3.4753237005067,619496409,11697117671,sh600358,2.606,6.3,0.16,ST联合
new_jjhy,家具行业,16,15.089285714286,0.26357142857143,1.7777991905955,258725317,3507048907,sz002240,7.201,41.98,2.82,盛新锂能
new_jrhy,金融行业,51,14.477659574468,-0.078085106382979,-0.5364555925861,3038116617,34743997769,sz000415,2.907,5.31,0.15,渤海租赁
new_jtys,交通运输,87,9.2542666666667,0.11946666666667,1.3078191823211,2923094480,21443060286,sh600026,10.03,18.65,1.7,中远海能
new_jxhy,机械行业,211,19.806855670103,0.46525773195876,2.4054772177908,7034107679,130104686775,sz300442,13.464,86.8,10.3,润泽科技
