label,板块,公司家数,平均价格,涨跌额,涨跌幅,总成交量,总成交额,股票代码,个股-涨跌幅,个股-当前价,个股-涨跌额,股票名称
new_jzjc,建筑建材,91,8.264756097561,0.17378048780488,2.1478310674344,4386706013,28652000700,sz002652,10.12,4.57,0.42,扬子新材
new_kfq,开发区,10,16.932,-0.297,-1.7238377154797,134576771,2636627935,sh600736,2.996,7.22,0.21,苏州高新
new_ljhy,酿酒行业,33,79.1284375,-0.9596875,-1.1982893843501,249352907,14804562678,sh600365,3.257,3.17,0.1,ST通葡
new_mtc,摩托车,6,15.92,0.41,2.6434558349452,203033952,3013883645,sh603766,6.363,16.55,0.99,隆鑫通用
new_mthy,煤炭行业,41,11.227948717949,0.35307692307692,3.246722625672,2717511729,17342445933,sh600792,10.115,4.79,0.44,云煤能源
new_nlmy,农林牧渔,64,10.32186440678,0.13322033898305,1.3075374710961,1766829291,16052818468,sh600251,6.052,10.69,0.61,冠农股份
new_nyhf,农药化肥,46,13.706976744186,0.75093023255814,5.7959828400136,1764853321,20903556032,sh600470,10.031,7.13,0.65,六国化工
new_qczz,汽车制造,103,19.8725,0.2746875,1.401623267903,3412768291,56684738534,sz002283,10.055,10.07,0.92,天润工业
new_qtxy,其它行业,202,10.777646153846,0.12664615384615,1.1890541155399,1385007779,27108557290,sz300179,20.0,24.06,4.01,四方达
new_slzp,塑料制品,33,11.474482758621,0.17586206896552,1.556491485076,1506907680,16597545454,sz002457,10.04,13.7,1.25,青龙管业
new_snhy,水泥行业,26,10.674583333333,0.060833333333333,0.57315589055078,443298313,3850458316,sz002346,3.757,20.99,0.76,柘中股份
new_sphy,食品行业,58,12.242407407407,0.13111111111111,1.0825522545527,905454344,9160201984,sh600191,4.841,12.56,0.58,华资实业
new_stock,次新股,119,75.21186440678,0.86949152542373,1.1695773106561,393768415,20147054041,sh688807,12.754,225.0,25.45,优迅股份
new_swzz,生物制药,155,17.615342465753,0.069520547945205,0.3962228060382,2184027912,24328864980,sh600671,9.99,22.46,2.04,天目药业
new_sybh,商业百货,93,10.62156626506,0.097590361445783,0.92731456570768,2238012046,16685322143,sh600821,8.387,6.72,0.52,金开新能
new_syhy,石油行业,24,9.7890476190476,0.87761904761905,9.8482419578925,1939069597,15147984367,sz300157,20.071,6.76,1.13,新锦动力
new_tchy,陶瓷行业,8,27.842,-0.89,-3.0975915355701,95153030,1603844320,sz002162,3.273,5.68,0.18,悦心健康
new_wzwm,物资外贸,21,9.93,0.1565,1.6012687368906,381020027,2803218429,sz000151,3.8,13.93,0.51,中成股份
new_ylqx,医疗器械,31,17.323703703704,0.27962962962963,1.6406266976684,424517768,7856361196,sz002432,8.101,44.57,3.34,九安医疗
new_yqyb,仪器仪表,48,20.190625,0.33979166666667,1.7117249485748,1230097558,25246251512,sz000988,9.996,82.42,7.49,华工科技
new_ysbz,印刷包装,20,8.2766666666667,-0.040555555555556,-0.48760937813105,1017181459,12467866073,sz300057,2.768,5.94,0.16,万顺新材
new_ysjs,有色金属,72,24.744923076923,0.71723076923077,2.9850172877449,4858813452,98872876798,sh600714,10.02,16.8,1.53,金瑞矿业
new_zhhy,综合行业,33,6.6708,0.1108,1.6890243902439,1136351105,5773147757,sh600256,6.47,5.76,0.35,广汇能源
new_zzhy,造纸行业,24,8.7736363636364,0.049545454545455,0.56791538581775,828111707,7096070490,sh600966,3.325,8.7,0.28,博汇纸业
