代码,名称,开盘,收盘,昨收,最高,最低,成交量,成交额,涨跌幅,日期
sh000001,上证指数,4129.1338,4117.4089,4082.0726,4131.5499,4105.9369,566322249.0,938611376000.0,0.8656460446097993,2026-02-24
